"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""*Beginning for the 2015-16 season""""""""""""""""""""""""""""""", reports from public health and clinical laboratories are presented separately in the weekly influenza update, FluView. Data from clinical laboratories include the weekly total number of specimens tested, the number of positive influenza test,""""""""""""""""""""""""""""""" and the percent positive by influenza type."""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
TOTAL A,TOTAL B,PERCENT POSITIVE,PERCENT A,PERCENT B
101,43,4.18848,2.93775,1.25073
31,19,2.8393,1.76036,1.07893
192,173,3.85306,2.02681,1.82624
145,47,3.53917,2.67281,0.866359
72,48,2.92113,1.75268,1.16845
71,36,2.11129,1.40095,0.710339
9,21,1.04749,0.314246,0.73324
41,15,0.99804,0.730708,0.267332
116,107,1.79448,0.933451,0.861028
114,51,1.83885,1.27048,0.568372
62,25,2.79383,1.99101,0.802826
33,6,2.22476,1.88249,0.34227
102,76,3.75448,2.15144,1.60304
187,66,4.67134,3.45273,1.21861
45,31,1.93977,1.14855,0.79122
34,21,1.18254,0.731026,0.451516
13,10,0.894942,0.505837,0.389105
39,8,0.84761,0.703336,0.144274
87,62,1.24634,0.727729,0.518611
99,52,1.67685,1.09939,0.577457
29,19,1.79038,1.08169,0.708691
29,2,1.91595,1.79234,0.123609
54,82,2.95075,1.17162,1.77913
166,67,4.24408,3.02368,1.2204
39,21,1.56576,1.01775,0.548017
49,25,1.5056,0.996948,0.508647
5,4,0.369307,0.20517,0.164136
24,9,0.693569,0.504414,0.189155
64,45,0.962642,0.565221,0.397421
88,31,1.33873,0.989988,0.348746
17,7,1.03627,0.734024,0.302245
21,2,1.45019,1.32409,0.126103
85,90,3.71392,1.8039,1.91002
146,54,3.57526,2.60994,0.96532
31,22,1.51602,0.886728,0.629291
40,5,0.988576,0.878735,0.109842
8,1,0.355591,0.316081,0.0395101
23,8,0.788804,0.585242,0.203562
72,19,0.872232,0.690118,0.182114
72,28,1.33209,0.959105,0.372985
23,1,1.19462,1.14485,0.049776
24,0,1.65631,1.65631,0
108,72,3.70752,2.22451,1.48301
161,26,4.03713,3.47582,0.561313
16,6,0.735048,0.534581,0.200468
24,8,0.768492,0.576369,0.192123
5,1,0.265252,0.221043,0.0442087
17,6,0.618446,0.457112,0.161334
83,23,1.07888,0.844784,0.234097
71,17,1.04612,0.844032,0.202092
15,1,0.806452,0.756048,0.0504032
10,1,0.826446,0.751315,0.0751315
116,58,3.82502,2.55001,1.27501
146,24,3.73626,3.20879,0.527473
18,4,0.76762,0.628053,0.139567
26,8,0.867568,0.663435,0.204134
9,2,0.48651,0.398054,0.0884564
26,2,0.732984,0.680628,0.052356
60,13,0.786638,0.646552,0.140086
62,11,0.987287,0.838518,0.148769
8,1,0.458716,0.407747,0.0509684
18,0,1.60571,1.60571,0
92,41,2.82858,1.95661,0.871969
106,31,2.96537,2.29437,0.670996
17,2,0.658807,0.589459,0.0693481
31,7,0.88475,0.721769,0.16298
5,0,0.237417,0.237417,0
14,6,0.586166,0.410317,0.17585
43,5,0.570207,0.51081,0.0593965
40,4,0.609587,0.55417,0.055417
11,0,0.612472,0.612472,0
7,1,0.635425,0.555997,0.0794281
84,31,2.70716,1.9774,0.729755
89,20,2.62587,2.14406,0.481812
21,3,0.825877,0.722643,0.103235
22,3,0.642508,0.565407,0.077101
4,0,0.194742,0.194742,0
12,2,0.359897,0.308483,0.0514139
44,6,0.610799,0.537503,0.0732959
40,4,0.591716,0.537924,0.0537924
4,1,0.286533,0.229226,0.0573066
11,0,0.900164,0.900164,0
57,16,2.69671,2.10565,0.59106
79,9,2.24891,2.01891,0.230003
19,1,0.69979,0.664801,0.0349895
27,1,0.704225,0.679074,0.0251509
8,0,0.395452,0.395452,0
15,6,0.556881,0.397772,0.159109
40,3,0.533962,0.496709,0.0372532
47,5,0.705659,0.637807,0.0678518
14,2,0.963855,0.843373,0.120482
18,4,1.85654,1.51899,0.337553
101,9,2.98913,2.74457,0.244565
55,2,1.56507,1.51016,0.0549149
20,1,0.669216,0.637349,0.0318674
17,0,0.449141,0.449141,0
16,2,0.815217,0.724638,0.0905797
21,10,0.733728,0.497041,0.236686
38,4,0.45283,0.409704,0.0431267
48,6,0.701846,0.623863,0.0779828
7,2,0.460594,0.35824,0.102354
11,2,0.885559,0.749319,0.13624
96,4,2.62536,2.52035,0.105014
30,8,1.01171,0.798722,0.212993
17,1,0.600801,0.567423,0.0333778
22,3,0.648508,0.570687,0.077821
5,2,0.319927,0.228519,0.0914077
16,6,0.557244,0.405268,0.151976
32,2,0.348539,0.328037,0.0205023
40,5,0.556174,0.494376,0.0617971
4,1,0.26001,0.208008,0.0520021
12,1,0.880759,0.813008,0.0677507
87,6,2.4953,2.33432,0.160987
21,4,0.721293,0.605886,0.115407
11,1,0.368437,0.337734,0.0307031
16,0,0.3999,0.3999,0
6,0,0.251995,0.251995,0
11,10,0.475543,0.249094,0.226449
37,7,0.423892,0.356455,0.0674374
41,5,0.5084,0.453139,0.0552608
0,0,0,0,0
8,0,0.518135,0.518135,0
77,4,2.27592,2.16353,0.112391
32,0,0.920069,0.920069,0
16,1,0.497221,0.467973,0.0292483
11,1,0.294262,0.26974,0.0245218
4,0,0.158353,0.158353,0
11,12,0.520009,0.2487,0.271309
30,6,0.349481,0.291234,0.0582468
35,6,0.435337,0.371629,0.0637078
1,0,0.0458295,0.0458295,0
9,0,0.6,0.6,0
76,8,2.22576,2.01378,0.211977
22,3,0.71347,0.627854,0.0856164
11,0,0.307091,0.307091,0
10,0,0.242836,0.242836,0
11,0,0.36448,0.36448,0
13,8,0.440621,0.272765,0.167856
39,5,0.40737,0.361078,0.046292
29,3,0.342246,0.31016,0.0320856
5,1,0.252207,0.210172,0.0420345
6,0,0.405132,0.405132,0
56,6,1.65687,1.49653,0.160342
19,4,0.687388,0.567842,0.119546
5,5,0.272628,0.136314,0.136314
21,0,0.483537,0.483537,0
3,0,0.097056,0.097056,0
13,12,0.426621,0.221843,0.204778
31,3,0.287041,0.261714,0.0253271
44,0,0.439209,0.439209,0
4,0,0.162404,0.162404,0
2,1,0.176367,0.117578,0.0587889
51,4,1.3917,1.29049,0.101215
27,2,0.813008,0.756939,0.0560695
9,2,0.294118,0.240642,0.0534759
9,0,0.205903,0.205903,0
4,0,0.119261,0.119261,0
20,10,0.469484,0.312989,0.156495
31,5,0.306201,0.263673,0.0425279
54,6,0.500334,0.4503,0.0500334
4,1,0.179921,0.143937,0.0359842
4,0,0.222346,0.222346,0
59,4,1.53173,1.43448,0.0972526
11,2,0.369844,0.312945,0.056899
4,7,0.301866,0.109769,0.192097
9,0,0.201117,0.201117,0
7,0,0.193638,0.193638,0
13,5,0.199468,0.14406,0.0554078
36,7,0.322653,0.270128,0.0525249
54,13,0.524257,0.422535,0.101721
10,0,0.329056,0.329056,0
4,0,0.190749,0.190749,0
58,4,1.50595,1.40879,0.0971581
16,1,0.478065,0.449944,0.0281215
17,4,0.553797,0.448312,0.105485
9,0,0.200178,0.200178,0
6,0,0.165883,0.165883,0
18,10,0.334328,0.214925,0.119403
33,5,0.274904,0.238733,0.0361716
57,4,0.511402,0.477867,0.0335345
3,1,0.0964088,0.0723066,0.0241022
8,0,0.394867,0.394867,0
61,1,1.58893,1.5633,0.0256279
22,4,0.729517,0.617284,0.112233
14,3,0.39953,0.329025,0.0705053
10,1,0.211864,0.192604,0.0192604
5,0,0.131027,0.131027,0
14,7,0.340909,0.227273,0.113636
56,3,0.362988,0.344531,0.018457
61,4,0.563112,0.528459,0.034653
6,3,0.195695,0.130463,0.0652316
8,1,0.436681,0.388161,0.0485201
61,1,1.41909,1.3962,0.0228885
36,3,0.95122,0.878049,0.0731707
8,5,0.264174,0.162569,0.101605
22,4,0.425045,0.359653,0.0653915
1,0,0.0267738,0.0267738,0
22,8,0.492773,0.361367,0.131406
59,15,0.444071,0.354057,0.0900144
79,4,0.738171,0.702597,0.0355745
18,2,0.454442,0.408998,0.0454442
3,0,0.185529,0.185529,0
59,1,1.46484,1.44043,0.0244141
24,2,0.597426,0.551471,0.0459559
8,7,0.320102,0.170721,0.149381
10,4,0.231826,0.16559,0.0662361
8,1,0.280811,0.24961,0.0312012
23,11,0.668502,0.452222,0.21628
43,17,0.393468,0.281986,0.111483
55,4,0.68287,0.636574,0.0462963
15,2,0.413022,0.364431,0.0485909
5,3,0.451467,0.282167,0.1693
52,9,1.50357,1.28174,0.221839
25,2,0.59068,0.546926,0.0437541
16,3,0.389025,0.3276,0.0614251
16,1,0.31227,0.293902,0.0183688
6,0,0.15715,0.15715,0
27,9,0.567197,0.425398,0.141799
51,21,0.431577,0.3057,0.125877
70,4,0.790936,0.748183,0.0427533
10,5,0.329236,0.219491,0.109745
9,0,0.492881,0.492881,0
139,5,1.71164,1.6522,0.0594318
46,8,1.11593,0.95061,0.165323
9,4,0.265523,0.183824,0.0816993
6,3,0.163339,0.108893,0.0544465
7,1,0.207577,0.181629,0.0259471
20,9,0.525553,0.36245,0.163103
57,15,0.418848,0.331588,0.08726
86,6,0.975299,0.911693,0.0636065
14,2,0.325733,0.285016,0.0407166
14,0,0.773054,0.773054,0
168,10,1.48469,1.40128,0.0834098
33,4,0.803474,0.716612,0.0868621
14,4,0.365779,0.284495,0.0812843
13,3,0.296956,0.241277,0.0556793
14,0,0.355781,0.355781,0
30,9,0.585234,0.45018,0.135054
46,10,0.321728,0.264277,0.0574515
93,14,1.13396,0.985587,0.148368
14,2,0.257773,0.225552,0.0322217
10,1,0.639163,0.581058,0.0581058
182,13,1.59067,1.48462,0.106045
49,7,1.15966,1.0147,0.144958
32,9,0.767216,0.598802,0.168413
17,1,0.28472,0.268902,0.0158178
25,3,0.667143,0.595664,0.0714796
43,16,0.957948,0.698165,0.259782
63,23,0.479215,0.351053,0.128162
127,15,1.46709,1.31212,0.154975
25,1,0.411523,0.395695,0.0158278
13,1,0.716479,0.665302,0.0511771
250,11,2.01482,1.92991,0.0849159
49,6,1.16279,1.03594,0.12685
26,9,0.747065,0.554963,0.192102
28,1,0.556195,0.537016,0.0191791
20,3,0.559067,0.486145,0.0729217
64,8,1.00153,0.890249,0.111281
116,22,0.758617,0.637678,0.120939
153,7,1.60176,1.53168,0.0700771
50,6,0.902498,0.805802,0.0966962
19,0,0.95,0.95,0
300,15,2.40037,2.28606,0.114303
67,3,1.56705,1.49989,0.0671592
30,8,0.751731,0.593472,0.158259
37,5,0.826446,0.72806,0.0983865
27,3,0.737101,0.663391,0.0737101
54,8,1.00846,0.878334,0.130124
134,7,0.798822,0.759164,0.0396578
226,13,2.27945,2.15546,0.123987
32,7,0.61052,0.500939,0.10958
28,0,1.44703,1.44703,0
432,28,3.07775,2.89041,0.187341
88,5,1.87613,1.77527,0.100867
22,11,0.670323,0.446882,0.223441
25,5,0.55535,0.462792,0.0925583
42,3,1,0.933333,0.0666667
82,10,1.23159,1.09772,0.133869
184,15,1.05565,0.976076,0.0795714
322,23,2.96672,2.76894,0.197781
27,7,0.558384,0.443423,0.114961
37,0,1.84631,1.84631,0
702,44,4.6736,4.39795,0.275655
161,8,3.29499,3.13901,0.155976
32,17,0.930321,0.607556,0.322764
51,6,1.06205,0.950252,0.111794
53,6,1.22789,1.10302,0.12487
63,11,1.12839,0.960659,0.167734
225,9,1.15464,1.11023,0.0444094
468,25,3.8327,3.63834,0.194356
47,7,0.774749,0.674319,0.10043
36,4,2.02369,1.7769,0.197433
1031,66,6.28365,5.9056,0.37805
284,16,5.81959,5.50921,0.310378
53,8,1.21417,1.05494,0.159236
90,6,1.939,1.81781,0.121188
70,3,1.67508,1.60624,0.0688389
151,12,2.10949,1.95419,0.1553
268,12,1.54457,1.47838,0.0661959
605,22,5.11294,4.93354,0.179401
93,9,1.37745,1.25591,0.12154
82,1,4.14378,4.09386,0.0499251
1415,84,8.95139,8.44978,0.501612
295,30,6.244,5.66763,0.576369
103,22,2.11113,1.73957,0.371559
160,13,2.98224,2.75815,0.224099
165,2,3.42353,3.38253,0.0410004
193,9,2.44522,2.33628,0.108946
560,22,2.61632,2.51742,0.0988986
802,33,5.96812,5.73226,0.235866
236,9,3.12102,3.00637,0.11465
115,2,5.054,4.9676,0.0863931
1991,119,10.0591,9.4918,0.567315
512,30,8.93947,8.44466,0.494805
204,37,4.00266,3.38814,0.614516
268,16,4.57991,4.32188,0.258023
222,2,4.26423,4.22616,0.0380735
514,16,5.83187,5.65581,0.176056
1239,24,5.30427,5.20348,0.100794
1660,34,11.5395,11.3079,0.231608
461,20,5.75565,5.51633,0.23932
163,2,6.68016,6.59919,0.0809717
3046,186,13.8321,13.036,0.796028
983,31,14.5418,14.0972,0.444572
346,44,6.06721,5.3827,0.684505
487,26,7.43586,7.05899,0.376866
454,5,8.76121,8.66578,0.0954381
1124,19,11.1122,10.9275,0.184717
2772,34,10.0136,9.89223,0.121333
2978,50,18.0388,17.741,0.297867
1081,44,11.9796,11.511,0.468534
467,0,15.5874,15.5874,0
5517,251,19.748,18.8887,0.859354
1778,40,21.9433,21.4605,0.4828
739,57,11.1578,10.3588,0.798991
977,50,14.1188,13.4314,0.68738
768,7,15.3709,15.2321,0.138834
1149,12,11.9309,11.8076,0.123317
4472,47,15.0463,14.8898,0.156489
3832,51,21.9813,21.6926,0.288706
2044,48,19.3632,18.9189,0.44428
756,9,21.4948,21.2419,0.25288
6647,289,22.3152,21.3854,0.929799
1832,42,23.2506,22.7295,0.521092
1168,76,14.5565,13.6672,0.889305
1156,52,14.9228,14.2804,0.642372
851,6,17.0921,16.9725,0.119665
1660,17,14.3309,14.1856,0.145274
5033,54,15.9262,15.7572,0.169062
4097,59,23.7825,23.4449,0.337625
1930,57,17.5903,17.0857,0.504603
819,14,22.1601,21.7877,0.372439
6287,293,20.4819,19.5698,0.912034
1613,32,18.7443,18.3797,0.364631
1189,69,16.0705,15.1891,0.881451
1188,45,15.0844,14.5339,0.550526
766,17,17.7753,17.3893,0.385925
1162,19,12.6391,12.4358,0.203339
6120,44,18.3863,18.255,0.131245
3161,34,22.7014,22.4599,0.24158
1930,78,18.7104,17.9836,0.726798
721,5,20.0719,19.9336,0.138236
6230,339,19.8297,18.8064,1.02333
1299,47,16.4668,15.8919,0.574994
1864,111,22.3695,21.1122,1.25722
1734,65,21.3126,20.5426,0.770051
1024,8,21.2215,21.057,0.164508
2077,26,19.8584,19.6128,0.245515
9649,79,27.2348,27.0136,0.221171
4250,42,28.2592,27.9826,0.276534
2539,118,22.6803,21.6731,1.00726
844,11,24.5549,24.2389,0.31591
7209,403,22.7564,21.5516,1.20478
1287,60,17.0722,16.3118,0.760456
2706,141,30.1174,28.6258,1.49159
2362,97,28.6563,27.5259,1.1304
1162,24,27.0098,26.4632,0.546573
2817,26,25.2263,24.9956,0.230701
11279,92,32.6772,32.4128,0.264383
4833,59,32.3118,31.9221,0.389696
3155,113,27.9842,27.0166,0.967631
948,8,25.2776,25.0661,0.211528
8287,627,25.3678,23.5835,1.78434
1670,92,22.4344,21.2631,1.17138
3422,197,32.7778,30.9936,1.78426
2703,144,29.5148,28.022,1.49285
1690,28,31.9094,31.3893,0.520059
3591,40,27.272,26.9716,0.300436
13459,156,34.0452,33.6551,0.390088
6784,78,37.8322,37.4021,0.430036
5387,202,36.217,34.908,1.30897
1125,12,31.0232,30.6958,0.327422
9716,1041,26.6229,24.0465,2.57641
2286,153,26.2767,24.6283,1.64835
3409,279,33.7605,31.2065,2.55401
2449,128,31.608,30.038,1.56997
1971,45,33.218,32.4765,0.741473
3577,42,26.5576,26.2494,0.308212
14438,229,35.3805,34.8281,0.552406
6205,132,32.9932,32.3059,0.687249
5530,230,35.2035,33.7978,1.4057
1415,24,30.7544,30.2415,0.51293
8794,1417,25.6777,22.1144,3.56335
2381,251,27.6413,25.0053,2.636
2690,287,29.4694,26.6284,2.84102
2427,171,32.3134,30.1866,2.12687
1453,39,29.0952,28.3346,0.76053
2078,37,20.0341,19.6836,0.350478
12500,236,33.5017,32.8809,0.620791
3755,102,25.4688,24.7953,0.673534
4342,199,30.9122,29.5575,1.35466
1180,30,27.191,26.5169,0.674157
6293,1590,22.8288,18.2242,4.60456
1637,197,25.4298,22.6983,2.73156
1787,290,26.8242,23.0789,3.74532
1614,184,26.9525,24.1943,2.75821
740,34,26.2818,25.1273,1.1545
947,23,16.004,15.6245,0.379475
8420,247,25.6481,24.9171,0.730942
2281,138,21.8855,20.6369,1.24853
2880,151,26.9926,25.6479,1.34473
689,28,23.0844,22.1829,0.901481
227,101,13.3009,9.20519,4.0957
1510,237,25.5484,22.0825,3.46593
